CodigoCompraAgil;CodigoProducto;Nombre;Descripcion;Cantidad;UnidadMedida
1077241-24-COT25;14111531;Libros o cuadernos de registro;30 Cuadernos simples, corcheteados al lomo, tamaño 18 x 24,5 cm, papel gramaje 50 gr/m2, segun EETT;30;EA
1077241-24-COT25;44121704;Lápiz pasta;50 unidades Lápiz Pasta BPT-P Punta Fina 0.7 Caja 50 Unidades Pilot, segun EETT;50;EA
1077241-26-COT25;53131628;Shampoo;1 Shampoo para el cabello de entre 250 y 400 ml;1;EA
1077241-26-COT25;53131628;Shampoo;1 Balsamo para el cabello entre 250 y 400 ml;1;EA
1077241-26-COT25;53131502;Pasta de dientes;1 Pasta de dientes colgate max white, 160 ml;1;EA
1077241-26-COT25;42281704;Detergentes o limpiadores de instrumentos;1 detergente de loza de 500 ml;1;EA
1077241-26-COT25;47131603;Esponjas;1 esponja de loza 9 x 14 cm aprox;1;EA
1077241-26-COT25;53131503;Cepillos de dientes;30 unidades de cepillos de dientes, en lo posible que sean blandos;30;EA
1057532-242-COT25;47131803;Desinfectantes domésticos;12 UNIDADES DE LIMPIA VIDRIO DE  800 GRAMOS HASTA 1 LITRO.;12;EA
1057532-242-COT25;14111703;Toallas de papel;2 CAJAS DE TOALLA INTERFOLIADAS.;2;BX
1057532-242-COT25;47131604;Escobas;12 PALOS PARA ESCOBA.;12;EA
1057532-251-COT25;51142619;Alcohol aromático de amoniaco;50  ALCOHOL AL 70% PARA USO HUMANO DE LITRO O 800 GRAMOS.;50;EA
1057532-251-COT25;51142619;Alcohol aromático de amoniaco;50 ALCOHOL GEL EE.TT AL 70% 350 ML;50;EA
1057532-251-COT25;47131803;Desinfectantes domésticos;120 TOALLAS DESINFECTANTE;120;EA
1057532-278-COT25;90101701;Gestión de cafetería;120 RACIONES // FECHA DE EJECUCION 22 DE MAYO DEL 2025 // HALL INACAP OSORNO//JORNADA AM Y PM // CONTACTO SRTA BARBARA MENDEZ . barbara.mendez@redsalud.gob.cl;120;EA
1057532-275-COT25;50201709;Café instantáneo;9 CAJAS DE CAFE EN SACHET 1,8 GRAMOS DE 96 UNIDADES CADA CAJA.;9;BX
1057532-275-COT25;50201709;Café instantáneo;5 CAJAS DE CAFE DESCAFEINADO  EN SACHET 1,8 GRAMOS DE 96 UNIDADES CADA CAJA.;5;BX
1057532-275-COT25;50161509;Productos de edulcorantes o azúcares naturales;5 ENDULZANTES LIQUIDO STEVIA 270 ML.;5;BO
1057532-275-COT25;50202304;Jugos y néctar envasados;420 CAJITAS DE JUGOS SIN AZUCAR X 200 ML PAC DE 6 ENVASES CADA UNO.;420;BX
1057532-275-COT25;50201713;Bolsitas de te;300 BOLSAS DE TE CEYLAN  CAJAS DE 40 GRAMOS X 20 BOSAS CADA CAJA.;300;BG
1057532-275-COT25;50201710;Té de hierbas;300 BOLSAS DE TE DE HIERBAS SURTIDA CAJAS DE 20,4 GRAMOS X 20 UNIDADES CADA CAJA.;300;BG
1057532-275-COT25;52121602;Servilletas;16 PAQUETES DE SERVILLETAS X 50 UNIDADES CADA PAQUETE.;16;PK
1057532-275-COT25;52151504;Tazas o vasos desechables domésticos;850 VASOS PARA CAFE DE POLI PAPEL  8OZ PACK DE 25 UNIDADES.;850;EA
1057532-275-COT25;52151502;Platos desechables domésticos;100  PLATOS DE CARTON  DESECHABLE X 25 CM;100;EA
1057532-275-COT25;52151617;Cucharas de madera de uso doméstico;600 CUCHARAS DESECHABLE DE MADERA PARA CAFE.;600;EA
1057532-275-COT25;50181905;Galletas dulces o pastelitos;470 KUCHEN MEISTER SABORES LIMON Y ALMENDRA ( 10 PORCIONES POR UNIDAD);470;EA
1057532-275-COT25;50181909;Galletas saladas;30 PAQUETES DE TRIPAC CRAQUELET 15 PORCIONES X PACK,;30;PK
1057532-275-COT25;50181905;Galletas dulces o pastelitos;30 PAQUETE DE COCTEL MINI TOAST INTEGRAL CASTAÑO 90 GRAMOS.;30;PK
1057532-275-COT25;50181905;Galletas dulces o pastelitos;17 PAQUETES DE GALLETAS DE CHANPAGNE X 110 GRAMOS.;17;PK
1057532-275-COT25;50181905;Galletas dulces o pastelitos;34 PAQUETES  GALLETAS TRITON NARANJA Y LINON WHITE ( 17 PAQUETE DE C/U);34;PK
1057532-275-COT25;50181905;Galletas dulces o pastelitos;17 PAQUETES DE GALLETAS TUAREG  MANGO PIÑA.;17;PK
1057532-275-COT25;50181905;Galletas dulces o pastelitos;18 CAJAS DE ALFAJOR NARANJA BITTER  ENTRELAGOS 40 GRAMOS ( 24 POR CAJA);18;BX
1057532-257-COT25;14111531;Libros o cuadernos de registro;90 Cuaderno Diseño personalizado (diseño en adjunto), dimensiones cuadriculado 6mm*6mm, doble espiral, tapa dura 15*21cm, segun diseño adjunto;90;EA
1057532-257-COT25;44121704;Lápiz pasta;90 Lápiz corporativo de fondo negro con letras blancas y tinta azul, segun diseño adjunto;90;EA
